20	1	2.88	0
20	2	0.31	4.72
20	3	-2.00	8.03
20	6	4.13	10.04
21	1	2.88	0
21	2	0.26	4.69
21	3	-2.03	8.02
21	6	4.18	10.02
22	1	2.88	0
22	2	0.20	4.64
22	3	-2.08	8.01
22	6	4.22	9.95
23	1	2.88	0
23	2	0.18	4.60
23	3	-2.14	7.99
23	6	4.27	9.94
24	1	2.88	0
24	2	0.15	4.57
24	3	-2.18	7.99
24	6	4.30	9.91
25	1	2.88	0
25	2	0.14	4.53
25	3	-2.21	7.99
25	6	4.32	9.89
26	1	2.88	0
26	2	0.15	4.57
26	3	-2.23	7.99
26	6	4.30	9.91
27	1	2.88	0
27	2	0.12	4.54
27	3	-2.26	7.96
27	6	4.31	9.87
28	1	2.88	0
28	2	0.10	4.52
28	3	-2.31	7.98
28	6	4.33	9.84
29	1	2.88	0
29	2	0.05	4.49
29	3	-2.37	7.99
29	6	4.37	9.82
30	1	2.88	0
30	2	0.03	4.46
30	3	-2.42	7.97
30	6	4.38	9.79
31	1	2.88	0
31	2	0	4.45
31	3	-2.45	7.95
31	6	4.40	9.73
32	1	2.88	0
32	2	-0.01	4.44
32	3	-2.49	8.00
32	6	4.41	9.70
33	1	2.88	0
33	2	-0.03	4.43
33	3	-2.50	7.97
33	6	4.43	9.68
34	1	2.88	0
34	2	-0.04	4.39
34	3	-2.56	7.96
34	6	4.45	9.69
35	1	2.88	0
35	2	-0.05	4.41
35	3	-2.58	7.98
35	6	4.44	9.65
36	1	2.88	0
36	2	-0.08	4.38
36	3	-2.64	7.99
36	6	4.47	9.63
37	1	2.88	0
37	2	-0.11	4.37
37	3	-2.70	7.96
37	6	4.51	9.60
38	1	2.88	0
38	2	-0.13	4.40
38	3	-2.75	7.99
38	6	4.53	9.58
39	1	2.88	0
39	2	-0.15	4.36
39	3	-2.81	8.01
39	6	4.54	9.58
40	1	2.88	0
40	2	-0.16	4.35
40	3	-2.84	8.02
40	6	4.58	9.55
