34	1	2.80	0
34	2	-0.19	4.80
34	3	4.00	3.20
34	6	0.40	8.00
35	1	2.80	0
35	2	-0.19	4.75
35	3	4.06	3.24
35	6	0.36	7.98
36	1	2.80	0
36	2	-0.18	4.71
36	3	4.08	3.27
36	6	0.34	7.99
37	1	2.80	0
37	2	-0.17	4.68
37	3	4.13	3.29
37	6	0.30	7.91
38	1	2.80	0
38	2	-0.18	4.59
38	3	4.19	3.36
38	6	0.24	8.01
39	1	2.80	0
39	2	-0.18	4.54
39	3	4.24	3.41
39	6	0.21	7.89
40	1	2.80	0
40	2	-0.18	4.52
40	3	4.28	3.43
40	6	0.19	7.92
41	1	2.80	0
41	2	-0.18	4.48
41	3	4.31	3.50
41	6	0.16	7.93
42	1	2.80	0
42	2	-0.18	4.37
42	3	4.36	3.52
42	6	0.12	7.88
43	1	2.80	0
43	2	-0.18	4.30
43	3	4.39	3.60
43	6	0.14	7.84
44	1	280	0
44	2	-0.18	4.21
44	3	4.49	3.61
44	6	0.16	7.92
45	1	2.80	0
45	2	-0.18	4.18
45	3	4.51	3.64
45	12	0.15	7.95
46	1	2.80	0
46	2	-0.14	4.16
46	3	4.54	3.66
46	12	0.14	7.91
47	1	2.80	0
47	2	-0.13	4.07
47	3	4.56	3.70
47	6	0.14	7.86
48	1	2.80	0
48	2	-0.18	4.05
48	3	4.57	3.72
48	6	0.07	7.90
49	1	2.80	0
49	2	-0.18	3.99
49	3	4.59	3.78
49	6	0.05	7.90
50	1	2.80	0
50	2	-0.18	3.97
50	3	4.61	3.80
50	6	0.04	7.91
51	1	2.80	0
51	2	-0.14	3.96
51	3	4.62	3.85
51	6	0.02	7.93
52	1	2.80	0
52	2	-0.13	3.95
52	3	4.64	3.87
52	6	0.00	7.92
53	1	2.80	0
53	2	-0.12	3.94
53	3	4.65	3.92
53	6	-0.01	7.96
54	1	2.80	0
54	2	-0.10	3.92
54	3	4.65	3.97
54	6	-0.03	7.99
55	1	2.80	0
55	2	-0.09	3.90
55	3	4.62	3.86
55	6	-0.02	7.98
56	1	2.80	0
56	2	-0.08	3.91
56	3	4.69	3.90
56	6	-0.03	8.01
57	1	2.80	0
57	2	-0.07	3.88
57	3	4.71	3.92
57	6	-0.03	8.00
58	1	2.80	0
58	2	-0.05	3.88
58	3	4.73	3.96
58	6	-0.04	7.95
59	1	2.80	0
59	2	-0.05	3.86
59	3	4.77	3.97
59	6	-0.04	7.99
60	1	2.80	0
60	2	-0.07	3.91
60	3	4.79	4.01
60	6	-0.04	8.00
61	1	2.80	0
61	2	-0.06	3.87
61	3	4.84	4.06
61	6	-0.04	7.94
62	1	2.80	0
62	2	-0.05	3.90
62	3	4.86	4.09
62	6	-0.04	7.97
63	1	2.80	0
63	2	-0.04	3.92
63	3	4.91	4.12
63	6	-0.05	7.95
64	1	2.80	0
64	2	0	3.91
64	3	4.93	4.14
64	6	-0.09	7.97
65	1	2.80	0.01
65	2	0.03	3.89
65	3	4.96	4.19
65	6	-0.14	8.01
66	1	2.80	0.01
66	2	0.10	3.90
66	3	5.00	4.26
66	6	-0.20	7.96
